Newreno CWND flow 1,Newreno CWND flow 2,Tahoe CWND flow 1,Tahoe CWND flow 2,Vegas CWND flow 1,Vegas CWND flow 2
1.0,1.0,1.0,1.0,1.0,1.0
3.2448299999999994,2.2,3.2448299999999994,1.7,4.8,3.0
2.5,3.8824149999999995,2.5,3.0724149999999995,6.0,2.625
4.132302999999999,3.782956,4.266183,3.558326,4.25,2.625
5.412434999999999,4.848659,5.697013999999999,4.87415,4.25,2.625
6.532484000000001,5.879222,6.717549,5.901317999999999,4.25,2.625
5.354246,4.773439,3.7351280000000004,3.554837,4.25,2.625
4.0104999999999995,4.291683000000001,2.266665,3.0736850000000002,4.25,2.625
5.0122230000000005,5.611689,4.365994000000001,4.8332120000000005,4.25,2.625
6.104099,6.505279999999999,5.409368000000001,5.902319999999999,4.25,2.625
5.246038,5.207225,6.193305999999998,5.721665,4.25,2.625
3.7631959999999993,4.762805999999999,1.0,4.987440000000001,4.25,2.625
4.875008000000001,5.170118,3.3562130000000003,2.682205,4.25,2.625
5.671099,6.417434999999999,4.748402000000001,4.820549,4.25,2.625
5.016191999999999,5.259518,5.661760000000001,6.187943,4.25,2.625
3.78697,4.7002120000000005,6.581546,3.820094,4.25,2.625
4.720003,5.915703000000001,2.183446,5.007021999999999,4.25,2.625
5.837722999999999,6.755043000000001,3.7989829999999998,6.784578000000001,4.25,2.625
4.635032000000001,4.858131000000001,4.466423000000001,4.62377,4.25,2.625
3.7459349999999993,4.311398,5.332438000000001,4.285169999999999,4.25,2.625
4.723594,5.533427,1.7600000000000002,2.868256,4.25,2.625
5.594810999999999,6.597333000000001,3.3004490000000004,5.139183,4.25,2.625
4.965249,5.344468000000001,4.579282000000001,6.379942000000002,4.25,2.625
3.6460859999999995,4.888396999999999,5.5594079999999995,4.466524,4.25,2.625
4.814451,5.862743,4.435169999999999,4.191775000000001,4.25,2.625
5.776576,6.164973000000001,2.1712040000000004,4.158486,4.25,2.625
4.962837,5.124307,4.171893,4.572557000000001,4.25,2.625
3.670079,4.6136230000000005,5.21583,5.760555,4.25,2.625
4.609751,5.849126999999999,6.022392,4.462261,4.25,2.625
5.722808000000001,6.703245,4.509025,2.8272880000000002,4.25,2.625
4.5221,5.518988,2.9157640000000002,4.369915999999999,4.25,2.625
3.6393989999999996,4.233040000000001,4.3537170000000005,6.1642980000000005,4.25,2.625
4.618926,5.444959,5.257947,4.607430000000001,4.25,2.625
5.591090999999999,6.521666000000001,6.330642,4.285169999999999,4.25,2.625
4.5219640000000005,5.286298,3.995664,2.1533320000000002,4.25,2.625
3.6393310000000008,4.836304,2.166665,4.443119,4.25,2.625
4.798795,5.830221,4.1650030000000005,3.800846000000001,4.25,2.625
5.6757100000000005,6.148751000000002,5.3633880000000005,5.2165539999999995,4.25,2.625
4.862079,5.046675,6.272741999999999,5.1275509999999995,4.25,2.625
3.569701,4.5908940000000005,3.7672040000000004,4.298542,4.25,2.625
4.674805,5.791403000000001,2.50545,4.553672999999999,4.25,2.625
5.866853999999999,6.651011,4.080222000000001,4.170565999999999,4.25,2.625
4.521924,5.470944,5.254624,5.798036999999999,4.25,2.625
3.6645209999999997,4.3002839999999996,5.023123,3.4530079999999996,4.25,2.625
4.618862,5.413535,1.7,4.708195999999999,4.25,2.625
5.8225940000000005,6.4422060000000005,3.030231,3.9165900000000007,4.25,2.625
4.71192,5.196157,4.655150999999999,5.540762000000001,4.25,2.625
3.829306999999999,4.746071,5.830201,5.1804760000000005,4.25,2.625
4.988783,5.8161950000000004,3.3081359999999997,2.9503280000000003,4.25,2.625
5.675698,6.811719999999999,2.266665,5.293428999999999,4.25,2.625
4.862067000000001,4.960348999999999,4.088335000000001,6.476568,4.25,2.625
3.569697,4.53646,5.009005,7.599196999999999,4.25,2.625
4.674801,5.704648999999999,5.679466999999999,3.7364249999999997,4.25,2.625
5.8668499999999995,6.558511,1.4,4.007776,4.25,2.625
4.62192,5.425263999999999,3.5266539999999997,5.861803,4.25,2.625
3.764521,4.274217999999999,4.454842,5.939282,4.25,2.625
4.718862,5.50488,5.455928,7.185256999999998,4.25,2.625
5.8225940000000005,6.442558,2.775415,2.00183,4.25,2.625
4.62192,5.217204,2.871204,4.140274000000001,4.25,2.625
3.7393069999999993,4.796637,4.116006999999999,5.860564000000001,4.25,2.625
4.898779,5.860024,5.345299000000001,6.830276,4.25,2.625
5.775698,6.8842669999999995,6.340832999999999,5.058631999999999,4.25,2.625
4.962067,5.006628,1.15,1.933332,4.25,2.625
3.669697,4.574733,3.369997,4.444393000000001,4.25,2.625
4.674801,5.737093999999999,4.736515000000002,5.786924999999999,4.25,2.625
5.966849999999999,6.587181000000001,5.628292,6.8109459999999995,4.25,2.625
4.62192,5.475764,6.252389999999999,4.107635,4.25,2.625
3.764521,4.951851,3.9993759999999994,3.467532,4.25,2.625
4.718862,5.482714,2.6054500000000003,5.031825,4.25,2.625
5.8225940000000005,6.367607,3.5268900000000003,3.3829220000000007,4.25,2.625
4.62192,5.153264,5.303508,4.945169999999999,4.25,2.625
3.7393069999999993,4.739937,5.083050999999999,2.8879360000000003,4.25,2.625
4.898779,5.8085439999999995,4.410480000000001,4.542410000000001,4.25,2.625
5.775698,6.844547,2.7302310000000003,5.858911,4.25,2.625
4.962067,5.006518999999999,4.193334999999999,4.922140000000001,4.25,2.625
3.669697,4.49626,5.561361,6.071745999999999,4.25,2.625
4.774801,5.671085,3.090352,2.679052,4.25,2.625
5.966849999999999,6.529101,4.633885000000001,4.761820999999999,4.25,2.625
4.62192,5.423304,3.4650030000000003,6.067283999999999,4.25,2.625
3.764521,4.903631,4.751364000000001,4.832573999999999,4.25,2.625
4.718862,5.482687,5.761997999999999,4.963619000000001,4.25,2.625
5.8225940000000005,6.284789,3.408136,4.155712,4.25,2.625
4.62192,5.084762,2.6054500000000003,5.8884609999999995,4.25,2.625
3.7393069999999993,4.680192,3.42689,5.974593999999999,4.25,2.625
4.898779,5.754874,4.717388,7.180833999999999,4.25,2.625
5.675698,6.795407,4.314411000000001,1.649836,4.25,2.625
4.52192,5.651225999999999,2.166666,4.063357999999999,4.25,2.625
3.569697,4.4082,3.696843,5.762891000000001,4.25,2.625
4.852846,5.599727,4.718697999999999,6.909712000000001,4.25,2.625
5.942744,6.467498000000001,5.564221999999999,7.817746,4.25,2.625
4.52192,5.368303999999999,2.971468,1.0,4.25,2.625
3.688227,4.8962069999999995,2.986665,3.776213,4.25,2.625
4.694418,6.111749,4.362666,5.4169599999999996,4.25,2.625
5.8668499999999995,6.239323000000001,5.1669920000000005,6.695751,4.25,2.625
4.52192,5.01014,6.083135999999999,3.6978549999999997,4.25,2.625
3.754305,4.616537,1.2,2.9341999999999997,4.25,2.625
4.880522999999999,5.748323999999999,3.5155370000000006,5.150581,4.25,2.625
5.738778,6.744167,4.519095999999999,5.373274,4.25,2.625
4.52192,5.611725999999999,5.626234000000001,6.493305999999999,4.25,2.625
3.569697,4.469507,5.083550999999999,1.649836,4.25,2.625
4.852846,5.521338999999999,4.516014,3.8300229999999997,4.25,2.625
5.942744,6.420452,5.810751000000001,5.173836000000001,4.25,2.625
4.52192,5.325671999999999,3.7829220000000006,6.061136,4.25,2.625
3.688227,4.886533,5.4534259999999986,5.4505419999999996,4.25,2.625
4.694418,6.103144,3.144764,2.221204,4.25,2.625
5.8668499999999995,6.239323000000001,4.783025,4.2771680000000005,4.25,2.625
4.52192,4.974653999999999,5.794094000000001,5.708475999999999,4.25,2.625
3.754305,4.5480540000000005,3.8879400000000004,4.512346,4.25,2.625
4.880522999999999,5.722879,5.276527999999999,2.943644,4.25,2.625
5.738778,6.745224,3.190352,3.9391079999999996,4.25,2.625
4.52192,5.622719999999999,4.890340999999999,5.765561,4.25,2.625
3.569697,5.157103,3.066464,5.787231,4.25,2.625
4.852846,5.433283999999999,4.5692140000000006,4.185169999999999,4.25,2.625
5.942744,6.405765,4.396927000000001,2.8132600000000005,4.25,2.625
4.52192,5.310243,3.8890659999999997,4.584869,4.25,2.625
3.688227,4.831543,2.775639,5.939682,4.25,2.625
4.694418,6.120332,3.9329220000000005,6.938300000000001,4.25,2.625
5.8668499999999995,6.876237000000001,4.968501999999999,7.990273999999999,4.25,2.625
4.52192,4.944959999999999,2.5118160000000005,1.2,4.25,2.625
3.754305,4.48637,2.376665,3.5054500000000006,4.25,2.625
4.880522999999999,5.670140999999999,3.9368899999999996,5.468414,4.25,2.625
5.738778,6.7166429999999995,4.973715999999999,6.7086879999999995,4.25,2.625
4.52192,5.58018,5.7437640000000005,4.576188,4.25,2.625
3.569697,5.125603,3.3214680000000003,2.52532,4.25,2.625
4.852846,5.433283999999999,3.132205,4.736661000000001,4.25,2.625
5.942744,6.341025,4.350248,5.057759,4.25,2.625
4.62192,5.244307999999999,5.464934000000001,6.142457999999999,4.25,2.625
3.878227,4.753424000000001,4.964354999999999,4.003474,4.25,2.625
4.884417999999999,6.0407720000000005,4.267650000000001,3.352063,4.25,2.625
6.056849999999999,6.795407,3.2256389999999997,5.205214000000001,4.25,2.625
4.52192,5.589674,4.798686000000001,6.363588,4.25,2.625
3.754305,4.345173,5.735829999999998,7.350538,4.25,2.625
4.880522999999999,5.554303,3.335832000000001,1.2,4.25,2.625
5.738778,6.61601,5.021817,3.1054500000000003,4.25,2.625
4.52192,5.48998,6.172554,5.006566000000001,4.25,2.625
3.569697,5.043133,3.6379400000000004,6.0400480000000005,4.25,2.625
4.952846,5.384774999999999,5.264711999999999,2.31256,4.25,2.625
6.042744000000001,6.327789,3.225448,3.5465240000000002,4.25,2.625
4.62192,5.244648,5.233417,5.139104999999999,4.25,2.625
3.788227,4.773823,6.021752000000001,5.115299,4.25,2.625
4.952846,6.068192000000001,3.865654,6.056637999999998,4.25,2.625
6.10748,6.820466999999999,2.4157640000000002,2.396254,4.25,2.625
4.62192,4.945075999999999,4.066993999999999,4.287839,4.25,2.625
3.878011,4.4334810000000004,5.248996,5.618502000000001,4.25,2.625
4.980523,5.6231979999999995,3.586247,6.681684,4.25,2.625
5.900329999999999,6.647373,4.83517,5.042401999999999,4.25,2.625
4.62192,5.50869,2.6889960000000004,2.1333320000000002,4.25,2.625
3.882117,5.060153,4.422063,4.158082,4.25,2.625
5.124082999999999,6.0780579999999995,5.544110000000001,5.749529,4.25,2.625
6.0581320000000005,6.239351999999999,3.6379400000000004,6.824294999999999,4.25,2.625
4.62192,5.248653,4.998044,4.661908,4.25,2.625
3.788227,4.762594,2.615764,5.860432,4.25,2.625
4.952846,6.003502,4.2712010000000005,4.270524,4.25,2.625
6.10748,6.761517,3.854548,5.0217339999999995,4.25,2.625
4.62192,5.581522,4.886858,6.2613699999999985,4.25,2.625
3.878011,4.430652,2.7490120000000005,4.192614000000001,4.25,2.625
4.980523,5.608527,4.188134,4.395665,4.25,2.625
5.900329999999999,6.607901,2.9408600000000003,4.33945,4.25,2.625
4.62192,5.45167,4.607451,5.976656,4.25,2.625
3.882117,5.029840999999999,5.550654,7.077067000000001,4.25,2.625
5.124082999999999,6.030447999999999,3.1889399999999997,3.5081359999999995,4.25,2.625
6.0581320000000005,6.294042,4.782695,2.7822050000000003,4.25,2.625
4.62192,5.258378,3.57689,4.770245,4.25,2.625
3.788227,4.738705,4.903704,6.2003520000000005,4.25,2.625
4.952846,5.961542,5.686224000000001,4.098392,4.25,2.625
6.10748,6.708687,3.340352,2.72532,4.25,2.625
4.52192,5.579196,5.213880999999999,4.31855,4.25,2.625
3.7780110000000002,4.430646,6.250212,4.421272,4.25,2.625
4.880522999999999,5.595197999999999,3.865654,5.537801999999999,4.25,2.625
5.80033,6.585764,2.35,1.649836,4.25,2.625
4.52192,5.401654,4.019478,3.783357,4.25,2.625
3.7821170000000004,4.984941,5.209856,5.285105999999999,4.25,2.625
5.024082999999999,5.989367999999999,6.302099,6.234660000000001,4.25,2.625
5.958132000000001,6.956993,4.035169999999999,7.066323,4.25,2.625
4.52192,5.184232,2.083332,1.8,4.25,2.625
3.688227,4.678832,4.053223000000001,4.120305,4.25,2.625
4.852846,5.909949,5.24929,5.515965,4.25,2.625
6.007479999999999,6.662667000000001,3.6779399999999995,6.594741000000001,4.25,2.625
4.52192,5.537255999999999,4.598158,4.202115,4.25,2.625
3.7780110000000002,5.059709,2.74921,3.4610100000000004,4.25,2.625
4.880522999999999,5.564539999999999,4.503633000000001,5.125694,4.25,2.625
5.80033,6.511143,5.412684,6.432658000000001,4.25,2.625
4.52192,5.338,3.715654,6.132877999999999,4.25,2.625
3.7821170000000004,4.928501,1.8,4.1780349999999995,4.25,2.625
5.024082999999999,5.938127999999999,3.43243,5.958607000000001,4.25,2.625
5.958132000000001,6.917493,4.479856000000001,3.834734,4.25,2.625
4.52192,5.184232,4.026247,5.733967999999999,4.25,2.625
3.688227,4.600444,5.096373999999999,6.921149,4.25,2.625
4.852846,5.844014,2.5257759999999996,4.820702,4.25,2.625
6.007479999999999,6.604647,4.227723,5.349409000000001,4.25,2.625
4.52192,5.484845999999999,3.2168900000000002,3.3006590000000005,4.25,2.625
3.800457,5.011539000000001,4.60934,5.681618,4.25,2.625
4.953478999999999,5.564539999999999,5.484801,3.6242840000000003,4.25,2.625
5.876224000000001,6.428347,3.3302199999999997,4.9107259999999995,4.25,2.625
4.52192,5.2695170000000005,4.973745000000001,3.7981900000000004,4.25,2.625
3.8719010000000003,4.868774999999999,3.3006590000000005,5.39917,4.25,2.625
5.189266,5.884468,4.826774,6.6155659999999985,4.25,2.625
5.9731630000000004,6.8683629999999996,2.7215119999999997,3.090352,4.25,2.625
4.52192,5.828946,4.257017,5.229701,4.25,2.625
3.805823,4.57124,5.308366,3.7892490000000003,4.25,2.625
5.024082999999999,5.77266,6.438088000000002,5.363529,4.25,2.625
6.022868,6.543054,3.985169999999999,5.640314000000001,4.25,2.625
4.52192,5.518053,1.5,3.850226,4.25,2.625
3.800457,5.022696999999999,4.091137000000001,4.373605,4.25,2.625
4.953478999999999,6.216049999999999,5.334526,4.376455,4.25,2.625
5.876224000000001,6.400001999999999,6.177768,6.016215999999998,4.25,2.625
4.52192,5.194896,4.059025,3.7338270000000002,4.25,2.625
3.9719010000000003,4.825557,2.0,2.859177,4.25,2.625
5.339266,5.808507999999999,4.221201000000001,4.928764,4.25,2.625
6.123163,6.8348249999999995,5.291011,6.1397379999999995,4.25,2.625
4.67192,5.773286000000001,6.260661999999999,6.0241099999999985,4.25,2.625
3.955823,4.612225,1.1,3.8932810000000004,4.25,2.625
5.174082999999999,5.666171,3.319997,3.390956,4.25,2.625
6.172867999999999,6.508718999999999,4.700889999999999,5.139469000000001,4.25,2.625
4.67192,5.529457000000001,5.835648000000001,6.142086000000001,4.25,2.625
3.950457,4.972703,3.985169999999999,5.890119,4.25,2.625
5.103478999999998,6.235367999999999,1.5,5.209770000000001,4.25,2.625
6.026224000000001,7.096073,3.576213,5.577869,4.25,2.625
4.67192,5.082147,4.665886,3.8262179999999995,4.25,2.625
4.021901000000001,4.732964,3.6214079999999997,5.7416789999999995,4.25,2.625
5.339266,5.747559,4.819025,3.7159459999999997,4.25,2.625
6.123163,6.824867,2.9357759999999997,5.056620000000001,4.25,2.625
4.67192,5.731926,4.361257,6.745054000000001,4.25,2.625
3.955823,5.256939,5.272126999999999,4.66371,4.25,2.625
5.174082999999999,5.606218,4.653442,4.818502,4.25,2.625
6.172867999999999,6.466199999999999,2.4357759999999997,3.170196,4.25,2.625
4.67192,5.4773000000000005,3.9457170000000006,5.181844,4.25,2.625
3.950457,4.926283,5.03917,3.8780210000000004,4.25,2.625
5.103478999999998,6.193128,3.5879400000000006,4.924404,4.25,2.625
6.026224000000001,7.072523000000001,4.918501999999999,5.118799000000001,4.25,2.625
4.67192,5.066636,2.365764,4.666122,4.25,2.625
4.021901000000001,4.669292,4.373209,4.890340999999999,4.25,2.625
5.339266,5.693599,5.435026,3.8420189999999996,4.25,2.625
6.123163,6.767917,6.266560000000001,5.487482,4.25,2.625
4.67192,5.680306,7.148281,3.1168950000000004,4.25,2.625
3.955823,5.209389,1.6,4.276102,4.25,2.625
5.174082999999999,5.606218,4.076321,4.3778500000000005,4.25,2.625
6.172867999999999,6.386423,5.214631,5.684914000000001,4.25,2.625
4.67192,5.410547,6.3498019999999995,5.220946,4.25,2.625
3.950457,4.867713,3.7672040000000004,3.378904,4.25,2.625
5.103478999999998,6.140317999999999,2.166665,2.9960120000000003,4.25,2.625
6.026224000000001,7.024043000000001,4.165994,4.775953,4.25,2.625
3.311332,5.066636,5.478292000000001,5.86018,4.25,2.625
4.131079000000001,4.584849999999999,6.193305999999998,5.683255,4.25,2.625
5.356917,5.624197999999999,1.0,4.96731,4.25,2.625
6.123163,6.367438,3.4387820000000007,2.582205,4.25,2.625
4.67192,5.626216000000001,4.648402000000001,4.775351000000001,4.25,2.625
4.153847,5.1599189999999995,5.6112519999999995,6.175662000000001,4.25,2.625
5.339266,6.250932000000001,5.142635,3.841483000000001,4.25,2.625
6.187899,6.312278999999999,2.1,5.045241999999999,4.25,2.625
4.67192,5.419333,3.5635630000000007,6.827998000000001,4.25,2.625
4.068053000000001,4.864307999999999,4.559099000000001,4.66371,4.25,2.625
5.174082999999999,6.084847999999999,3.8398489999999996,4.299941,4.25,2.625
6.108132,6.973533000000001,1.7600000000000002,3.1169400000000005,4.25,2.625
3.311332,5.775997,3.4047650000000003,5.229233000000001,4.25,2.625
4.131079000000001,4.554193,4.644055,6.473954999999999,4.25,2.625
5.356917,5.637349,5.459407999999999,4.5728539999999995,4.25,2.625
6.123163,5.299729,4.285169999999999,4.253035,4.25,2.625
4.67192,5.5986650000000004,2.021204,4.256024000000001,4.25,2.625
4.153847,5.128735,4.184502,4.620583000000001,4.25,2.625
5.339266,6.2033819999999995,5.06583,6.298826,4.25,2.625
6.187899,6.347581,5.904948,4.799470999999999,4.25,2.625
4.67192,5.3666160000000005,3.175415,2.987032,4.25,2.625
4.068053000000001,4.83854,2.965764,4.794892,4.25,2.625
5.174082999999999,6.106566,4.251743,6.3356520000000005,4.25,2.625
6.108132,6.920723000000001,5.415735,4.66371,4.25,2.625
3.311332,5.756916,6.431520999999999,4.314711999999999,4.25,2.625
4.131079000000001,4.554193,3.995664,2.684585,4.25,2.625
5.206917,5.620245,2.166665,4.676178,4.25,2.625
6.123163,5.2695419999999995,4.1650030000000005,3.917595,4.25,2.625
4.777221,5.4849950000000005,5.3633880000000005,5.504254,4.25,2.625
4.259148,5.017695,6.272741999999999,5.188810999999999,4.25,2.625
5.189266,6.102292,3.7672040000000004,4.354822,4.25,2.625
6.037899,6.988097000000001,2.50545,4.601698999999999,4.25,2.625
4.52192,5.292472000000001,4.080222000000001,4.691606,4.25,2.625
3.9180530000000005,4.70028,5.254624,5.9352469999999995,4.25,2.625
5.024082999999999,6.010406000000001,5.023123,3.540697,4.25,2.625
6.0581320000000005,6.806683000000001,1.7,5.1509860000000005,4.25,2.625
3.311332,5.644546,3.030231,4.051113000000001,4.25,2.625
4.131079000000001,5.118607,4.655150999999999,5.604882000000001,4.25,2.625
5.356917,6.2343020000000005,5.830201,5.276527999999999,4.25,2.625
6.123163,5.106281999999999,3.3081359999999997,3.485527,4.25,2.625
4.67192,5.392402000000001,2.166665,5.457598999999999,4.25,2.625
4.153847,4.946935999999999,3.8983350000000003,6.625805,4.25,2.625
5.339266,6.038922,4.753704000000001,7.750774,4.25,2.625
6.187899,6.922137000000001,5.424165999999999,3.8615250000000003,4.25,2.625
4.52192,5.929386,1.4,4.166906,4.25,2.625
3.9180530000000005,4.612225,3.5266539999999997,4.710483000000001,4.25,2.625
5.024082999999999,5.913807,4.454842,6.503381,4.25,2.625
5.958132000000001,6.733639000000001,5.455928,7.378955999999998,4.25,2.625
3.161332,5.588596000000001,2.775415,2.261645,4.25,2.625
3.9810790000000003,5.067736999999999,2.721204,4.31221,4.25,2.625
5.206917,6.202802,3.9660070000000003,6.0414650000000005,4.25,2.625
5.9731630000000004,5.090770999999999,5.195299,6.979685999999999,4.25,2.625
3.2789279999999996,5.315333000000001,6.236153999999999,3.9147119999999993,4.25,2.625
4.089319,4.881788,1.0,2.4974309999999997,4.25,2.625
5.348993,5.9814419999999995,3.3900890000000006,4.770975000000002,4.25,2.625
6.037899,6.529979999999999,4.648402000000001,5.985397,4.25,2.625
4.52192,5.881526,5.478292000000001,6.982881999999999,4.25,2.625
4.026293,4.650003,6.339752,4.261525000000001,4.25,2.625
5.110797999999999,5.832563,4.1478720000000004,3.6169420000000003,4.25,2.625
6.037899,6.666038,2.582205,3.918699000000001,4.25,2.625
3.2613320000000003,5.60043,3.8664639999999997,3.9470210000000003,4.25,2.625
4.235269000000001,4.996177,5.363494,5.371751999999999,4.25,2.625
5.374035999999999,6.185834,4.983051,3.099745,4.25,2.625
6.123163,5.735485,4.430294,4.725498,4.25,2.625
3.428928,5.213631000000001,2.675639,6.022581,4.25,2.625
4.239319,4.786582,4.316254000000001,5.07155,4.25,2.625
5.4989930000000005,5.899286,5.506682,4.935916,4.25,2.625
6.187899,5.453308,3.057288,3.4431510000000003,4.25,2.625
4.67192,5.844045,4.593885,5.270972,4.25,2.625
4.176292999999999,5.329381,3.42689,6.317177,4.25,2.625
5.260797999999999,5.7930459999999995,4.753704000000001,5.095434,4.25,2.625
6.187899,6.566458,5.765039999999999,3.351874,4.25,2.625
3.311332,5.552787,3.5081359999999995,4.364483,4.25,2.625
4.235269000000001,5.027424,2.582205,4.845613,4.25,2.625
5.374035999999999,6.214502,3.4664639999999998,6.632128000000002,4.25,2.625
6.123163,5.737824999999999,4.901646000000001,7.607415999999999,4.25,2.625
3.428928,5.213631000000001,4.314411000000001,1.861645,4.25,2.625
4.239319,4.726422,2.166666,4.346445,4.25,2.625
5.4989930000000005,5.832533,3.696843,5.988448,4.25,2.625
6.187899,5.446095,4.718697999999999,7.116522000000002,4.25,2.625
4.67192,5.791235,5.564221999999999,6.681915999999999,4.25,2.625
4.176292999999999,5.280901,2.971468,1.7640989999999999,4.25,2.625
5.260797999999999,5.854353999999999,2.986665,4.395456,4.25,2.625
6.187899,6.496823000000001,4.362666,5.743021000000001,4.25,2.625
3.311332,5.495353,5.1669920000000005,7.003569999999999,4.25,2.625
4.235269000000001,5.006807,6.083135999999999,2.08611,4.25,2.625
5.374035999999999,6.190980000000001,1.2,3.08361,4.25,2.625
6.123163,5.713374999999999,3.5155370000000006,4.128271,4.25,2.625
3.428928,5.858345000000001,4.519095999999999,6.005756000000001,4.25,2.625
4.239319,4.652278,5.626234000000001,6.931985999999999,4.25,2.625
